algorithm,book_title,recommended_title,similarity
4. FastText,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",Complications and Quandaries in The Ict Sector : Standard Essential Patents and Competition Issues,0.9909999966621399
4. FastText,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",AiREAS: Sustainocracy for a Healthy City: Phase 3: Civilian Participation – Including the Global Health Deal Proposition,0.9909999966621399
5. GloVe,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",The Mathematics Education of Prospective Secondary Teachers Around the World,0.962
5. GloVe,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",Tuberculosis in Adults and Children (Volume 2.0),0.96
5. GloVe,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",Understanding Society and Natural Resources : Forging New Strands of Integration Across the Social Sciences,0.956
5. GloVe,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",Evaluating Climate Change Action for Sustainable Development,0.956
5. GloVe,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",Instructional Scaffolding in STEM Education : Strategies and Efficacy Evidence,0.956
6. BERT,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",Assessment in Mathematics Education : Large-Scale Assessment and Classroom Assessment,0.46399998664855957
6. BERT,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",Preparing for Life in a Digital Age : The IEA International Computer and Information Literacy Study International Report,0.46399998664855957
6. BERT,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets","Talent Development in European Higher Education : Honors Programs in The Benelux, Nordic and German-Speaking Countries",0.38199999928474426
6. BERT,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",Teaching Tolerance in a Globalized World,0.3790000081062317
6. BERT,"Advancing Human Assessment : The Methodological, Psychological and Policy Contributions of Ets",Curriculum Reform in The European Schools : Towards a 21St Century Vision,0.3709999918937683
1. TF-IDF + cosine,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Foundations of Software Science and Computation Structures : 21st International Conference, FOSSACS 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14–20, 2018. Proceedings",0.68
1. TF-IDF + cosine,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Fundamental Approaches to Software Engineering : 21st International Conference, FASE 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.672
1. TF-IDF + cosine,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Programming Languages and Systems : 27th European Symposium on Programming, ESOP 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.597
2. LSA,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Foundations of Software Science and Computation Structures : 21st International Conference, FOSSACS 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14–20, 2018. Proceedings",0.961
2. LSA,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Programming Languages and Systems : 27th European Symposium on Programming, ESOP 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.949
2. LSA,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Fundamental Approaches to Software Engineering : 21st International Conference, FASE 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.918
2. LSA,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Agile Processes in Software Engineering and Extreme Programming: 19th International Conference, XP 2018, Porto, Portugal, May 21–25, 2018, Proceedings (Volume 314.0)",0.466
3. BoW,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Foundations of Software Science and Computation Structures : 21st International Conference, FOSSACS 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14–20, 2018. Proceedings",0.732
3. BoW,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Fundamental Approaches to Software Engineering : 21st International Conference, FASE 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.69
3. BoW,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Programming Languages and Systems : 27th European Symposium on Programming, ESOP 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.644
3. BoW,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Agile Processes in Software Engineering and Extreme Programming: 19th International Conference, XP 2018, Porto, Portugal, May 21–25, 2018, Proceedings (Volume 314.0)",0.303
4. FastText,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Programming Languages and Systems : 27th European Symposium on Programming, ESOP 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.9990000128746033
4. FastText,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Fundamental Approaches to Software Engineering : 21st International Conference, FASE 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.9929999709129333
4. FastText,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Foundations of Software Science and Computation Structures : 21st International Conference, FOSSACS 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14–20, 2018. Proceedings",0.9909999966621399
4. FastText,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",The Physics of the B Factories,0.9850000143051147
4. FastText,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",Research on an Improved QUIC Protocol MINQUIC,0.9700000286102295
5. GloVe,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Programming Languages and Systems : 27th European Symposium on Programming, ESOP 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.996
5. GloVe,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Foundations of Software Science and Computation Structures : 21st International Conference, FOSSACS 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14–20, 2018. Proceedings",0.994
5. GloVe,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Fundamental Approaches to Software Engineering : 21st International Conference, FASE 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.993
5. GloVe,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",S-BPM in the Production Industry : A Stakeholder Approach,0.983
5. GloVe,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Capital Punishment and the Criminal Corpse in Scotland, 1740–1834",0.981
6. BERT,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Programming Languages and Systems : 27th European Symposium on Programming, ESOP 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.5379999876022339
6. BERT,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Open Source Systems : Towards Robust Practices 13Th Ifip Wg 2.13 international Conference, Oss 2017, Buenos Aires, Argentina, May 22-23, 2017, Proceedings",0.4909999966621399
6. BERT,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Fundamental Approaches to Software Engineering : 21st International Conference, FASE 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings",0.4690000116825104
6. BERT,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Security of Networks and Services in an All-Connected World: 11th IFIP WG 6.6 International Conference on Autonomous Infrastructure, Management, and Security, AIMS 2017, Zurich, Switzerland, July 10-13, 2017, Proceedings",0.4399999976158142
6. BERT,"Principles of Security and Trust : 7th International Conference, POST 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14-20, 2018, Proceedings","Foundations of Software Science and Computation Structures : 21st International Conference, FOSSACS 2018, Held as Part of the European Joint Conferences on Theory and Practice of Software, ETAPS 2018, Thessaloniki, Greece, April 14–20, 2018. Proceedings",0.4300000071525574
1. TF-IDF + cosine,Earth Observation Open Science and Innovation,Satellite Earth Observations and Their Impact on Society and Policy,0.308
1. TF-IDF + cosine,Earth Observation Open Science and Innovation,"Big Data in Context : Legal, Social and Technological insights",0.288
1. TF-IDF + cosine,Earth Observation Open Science and Innovation,Linked Open Data -- Creating Knowledge Out of Interlinked Data : Results of the LOD2 Project,0.214
1. TF-IDF + cosine,Earth Observation Open Science and Innovation,Deliberative Public Engagement With Science : An Empirical investigation,0.18
1. TF-IDF + cosine,Earth Observation Open Science and Innovation,"integration Processes and Policies in Europe : Contexts, Levels and Actors",0.179
2. LSA,Earth Observation Open Science and Innovation,"Big Data in Context : Legal, Social and Technological insights",0.641
2. LSA,Earth Observation Open Science and Innovation,Satellite Earth Observations and Their Impact on Society and Policy,0.561
2. LSA,Earth Observation Open Science and Innovation,Linked Open Data -- Creating Knowledge Out of Interlinked Data : Results of the LOD2 Project,0.505
2. LSA,Earth Observation Open Science and Innovation,Deliberative Public Engagement With Science : An Empirical investigation,0.429
2. LSA,Earth Observation Open Science and Innovation,Nanoinformatics,0.421
3. BoW,Earth Observation Open Science and Innovation,"Big Data in Context : Legal, Social and Technological insights",0.356
3. BoW,Earth Observation Open Science and Innovation,"integration Processes and Policies in Europe : Contexts, Levels and Actors",0.316
3. BoW,Earth Observation Open Science and Innovation,Deliberative Public Engagement With Science : An Empirical investigation,0.314
3. BoW,Earth Observation Open Science and Innovation,Linked Open Data -- Creating Knowledge Out of Interlinked Data : Results of the LOD2 Project,0.312
3. BoW,Earth Observation Open Science and Innovation,Satellite Earth Observations and Their Impact on Society and Policy,0.283
4. FastText,Earth Observation Open Science and Innovation,"Autonomous Control For a Reliable internet of Services : Methods, Models, Approaches, Techniques, Algorithms, and Tools",0.9819999933242798
4. FastText,Earth Observation Open Science and Innovation,Cognitive Supervision for Robot-Assisted Minimally Invasive Laser Surgery,0.9750000238418579
4. FastText,Earth Observation Open Science and Innovation,"Supercomputing Frontiers : 4Th Asian Conference, Scfa 2018, Singapore, March 26-29, 2018, Proceedings",0.972000002861023
4. FastText,Earth Observation Open Science and Innovation,"Think Big, Start Small: StreetScooter die e-mobile erfolgsstory: Innovationsprozesse radikal effizienter",0.9710000157356262
4. FastText,Earth Observation Open Science and Innovation,"White-Collar Crime in The Shadow Economy : Lack of Detection, investigation and Conviction Compared To Social Security Fraud",0.9700000286102295
5. GloVe,Earth Observation Open Science and Innovation,"Model-Based Demography : Essays On integrating Data, Technique and Theory",0.91
5. GloVe,Earth Observation Open Science and Innovation,"Autonomous Control For a Reliable internet of Services : Methods, Models, Approaches, Techniques, Algorithms, and Tools",0.909
5. GloVe,Earth Observation Open Science and Innovation,Tales of Research Misconduct : a Lacanian Diagnostics of integrity Challenges in Science Novels,0.908
5. GloVe,Earth Observation Open Science and Innovation,"Security of Networks and Services in an All-Connected World: 11th IFIP WG 6.6 International Conference on Autonomous Infrastructure, Management, and Security, AIMS 2017, Zurich, Switzerland, July 10-13, 2017, Proceedings",0.907
5. GloVe,Earth Observation Open Science and Innovation,Weather & Climate Services for the Energy Industry,0.902
6. BERT,Earth Observation Open Science and Innovation,Satellite Earth Observations and Their Impact on Society and Policy,0.5040000081062317
6. BERT,Earth Observation Open Science and Innovation,"Opening Science : The Evolving Guide on How the Internet is Changing Research, Collaboration and Scholarly Publishing",0.460999995470047
6. BERT,Earth Observation Open Science and Innovation,"Big Data in Context : Legal, Social and Technological insights",0.4300000071525574
6. BERT,Earth Observation Open Science and Innovation,Understanding Society and Natural Resources : Forging New Strands of Integration Across the Social Sciences,0.40799999237060547
6. BERT,Earth Observation Open Science and Innovation,The Globalization of Science Curricula,0.3930000066757202
1. TF-IDF + cosine,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Klimawandel in Deutschland : Entwicklung, Folgen, Risiken Und Perspektiven",0.299
1. TF-IDF + cosine,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Bildungsverläufe Von Der Einschulung Bis in Den Ersten Arbeitsmarkt : Theoretische Ansätze, Empirische Befunde Und Beispiele",0.154
1. TF-IDF + cosine,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland",Agenda-Setting Zwischen Parlament Und Medien : Normative Herleitung Und Empirische Untersuchung Am Beispiel Der Schweiz,0.126
2. LSA,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Klimawandel in Deutschland : Entwicklung, Folgen, Risiken Und Perspektiven",0.8
2. LSA,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Bildungsverläufe Von Der Einschulung Bis in Den Ersten Arbeitsmarkt : Theoretische Ansätze, Empirische Befunde Und Beispiele",0.679
2. LSA,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland",Agenda-Setting Zwischen Parlament Und Medien : Normative Herleitung Und Empirische Untersuchung Am Beispiel Der Schweiz,0.518
3. BoW,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Klimawandel in Deutschland : Entwicklung, Folgen, Risiken Und Perspektiven",0.338
3. BoW,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Bildungsverläufe Von Der Einschulung Bis in Den Ersten Arbeitsmarkt : Theoretische Ansätze, Empirische Befunde Und Beispiele",0.251
3. BoW,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland",Agenda-Setting Zwischen Parlament Und Medien : Normative Herleitung Und Empirische Untersuchung Am Beispiel Der Schweiz,0.195
4. FastText,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Protocols for Pre-Field Screening of Mutants for Salt Tolerance in Rice, Wheat and Barley",0.9890000224113464
4. FastText,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Micro-, Meso- and Macro-Connectomics of the Brain",0.984000027179718
4. FastText,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland",The Golden and Ghoulish Age of the Gibbet in Britain,0.9829999804496765
4. FastText,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Micro-, Meso- and Macro-Dynamics of the Brain",0.9819999933242798
4. FastText,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland",Ecological Risk Assessment for Chlorpyrifos in Terrestrial and Aquatic Systems in the United States,0.9750000238418579
5. GloVe,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Bildungsverläufe Von Der Einschulung Bis in Den Ersten Arbeitsmarkt : Theoretische Ansätze, Empirische Befunde Und Beispiele",0.967
6. BERT,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Klimawandel in Deutschland : Entwicklung, Folgen, Risiken Und Perspektiven",0.5509999990463257
6. BERT,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Microfinance, Eu Structural Funds and Capacity Building For Managing Authorities : a Comparative Analysis of European Convergence Regions",0.30799999833106995
6. BERT,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland",Beyond the Limits to Growth : New Ideas for Sustainability from Japan,0.3050000071525574
6. BERT,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland",Digitale Souveränität : Bürger | Unternehmen | Staat,0.27900001406669617
6. BERT,"Hamburger Klimabericht – Wissen über Klima, Klimawandel und Auswirkungen in Hamburg und Norddeutschland","Rangeland Systems : Processes, Management and Challenges",0.27900001406669617
